language_no	predicate_no	verb	X	Y	locus	valency_pattern
26	43		NOM	DAT~NOM	TR	TR
26	44		NOM	DAT~NOM	TR	TR
26	45		NOM	DAT	Y	NOM_DAT
26	46		NOM	DAT~NOM	TR	TR
26	47		NOM	INS	Y	NOM_INS
26	48		NOM	DATmasin	Y	NOM_DATmasin
26	49		NOM	DAT~NOM	TR	TR
26	50		NOM	DAT~NOM	TR	TR
26	51		NOM	NOM	Y	NOM_NOM
26	52		NOM	DAT~NOM	TR	TR
26	53		NOM	DATvra	Y	NOM_DATvra
26	54		NOM	INS	Y	NOM_INS
26	55		NOM	DAT~NOM	TR	TR
26	56		DAT	NOM	X	DAT_NOM
26	57		NOM	DAT~NOM	TR	TR
26	58		NOM	DAT~NOM	TR	TR
26	59		DAT	NOM	X	DAT_NOM
26	60		NOM	DAT~NOM	TR	TR
26	61		*	*	*	
26	62		NOM	DAT	Y	NOM_DAT
26	63		NOM	DAT~NOM	TR	TR
26	64		NOM	ABL	Y	NOM_ABL
26	65		NOM	ABL	Y	NOM_ABL
26	66		NOM	DAT~NOM	TR	TR
26	67		*	*	*	
26	68		NOM	DAT~NOM	TR	TR
26	69		NOM	DAT~NOM	TR	TR
26	70		NOM	DAT~NOM	TR	TR
26	71		NOM	DAT~NOM	TR	TR
26	72		NOM	DAT~NOM	TR	TR
26	73		NOM	DAT	Y	NOM_DAT
26	74		NOM	DAT~NOM	TR	TR
26	75		NOM	DAT~NOM	TR	TR
26	76		NOM	DAT~NOM	TR	TR
26	77		NOM	DAT	Y	NOM_DAT
26	78		NOM	DAT~NOM	TR	TR
26	79		NOM	DAT	Y	NOM_DAT
26	80		NOM	INS	Y	NOM_INS
26	81		NOM	DAT	Y	NOM_DAT
26	82		NOM	DAT	Y	NOM_DAT
26	83		DAT	NOM	X	DAT_NOM
26	84		NOM	DAThet	Y	NOM_DAThet
26	85		NOM	DAT~NOM	TR	TR
26	86		NOM	DAT~NOM	TR	TR
26	87		NOM	DAT~NOM	TR	TR
26	88		NOM	DAT~NOM	TR	TR
26	89		NOM	DAT	Y	NOM_DAT
26	90		NOM	ABL	Y	NOM_ABL
26	91		NOM	DAT~NOM	TR	TR
26	92		NOM	DAT~NOM	TR	TR
26	93		NOM	DAT~NOM	TR	TR
26	94		NOM	DAThet	Y	NOM_DAThet
26	95		NOM	DAT	Y	NOM_DAT
26	96		NOM	DAT~NOM	TR	TR
26	97		DAT	NOM	X	DAT_NOM
26	98		NOM	DAThet	Y	NOM_DAThet
26	99		NOM	DAThet	Y	NOM_DAThet
26	100		NOM	NOM	Y	NOM_NOM
26	101		NOM	DAT	Y	NOM_DAT
26	102		NOM	DAT~NOM	TR	TR
26	103		NOM	DAT~NOM	TR	TR
26	104		NOM	DATmej	Y	NOM_DATmej
26	105		NOM	DAT~NOM	TR	TR
26	106		NOM	DAT~NOM	TR	TR
26	107		NOM	DAT~NOM	TR	TR
26	108		NOM	DAT~NOM	TR	TR
26	109		NOM	DAT~NOM	TR	TR
26	110		NOM	DAT~NOM	TR	TR
26	111		NOM	ABL	Y	NOM_ABL
26	112		NOM	ABL	Y	NOM_ABL
26	113		NOM	DATvra	Y	NOM_DATvra
26	114		NOM	DAT	Y	NOM_DAT
26	115		NOM	DAT~NOM	TR	TR
26	116		NOM	DAT	Y	NOM_DAT
26	117		NOM	DATvra	Y	NOM_DATvra
26	118		DAT	NOM	X	DAT_NOM
26	119		NOM	DAT~NOM	TR	TR
26	120		NOM	DAT~NOM	TR	TR
26	121		NOM	DAT~NOM	TR	TR
26	122		NOM	DATvra	Y	NOM_DATvra
26	123		NOM	ABL	Y	NOM_ABL
26	124		NOM	DAT~NOM	TR	TR
26	125		NOM	ABL	Y	NOM_ABL
26	126		NOM	DAT~NOM	TR	TR
26	127		NOM	DATpatcarov	Y	NOM_DATpatcarov
26	128		NOM	DATvra	Y	NOM_DATvra
26	129		NOM	DAT	Y	NOM_DAT
26	130		NOM	ABL	Y	NOM_ABL
27	1	agri-	GEN	NOM	X	GEN_NOM
27	2	ol-	NOM	NOM	Y	NOM_NOM
27	3	qorx-	NOM	ABL	Y	NOM_ABL
27	4	at-	NOM	ACC	TR	TR
27	5	cat-	GEN	NOM	X	GEN_NOM
27	6	oxşa-	NOM	DAT	Y	NOM_DAT
27	7	inan-	NOM	DAT	Y	NOM_DAT
27	8	götür-	NOM	ACC	TR	TR
27	9	gör-	NOM	ACC	TR	TR
27	10	təsir eləy-	NOM	DAT	Y	NOM_DAT
27	11	görüş-	NOM	ile	Y	NOM_ile
27	12	gir-	NOM	DAT	Y	NOM_DAT
27	13	qazan-	NOM	ACC	TR	TR
27	14	çıx-	NOM	ABL	Y	NOM_ABL
27	15	teylə-	NOM	ACC	TR	TR
27	16	əy-	NOM	ACC	TR	TR
27	17	de-	NOM	DAT	Y	NOM_DAT
27	18	tut-	NOM	ACC	TR	TR
27	19	çat-	NOM	DAT	Y	NOM_DAT
27	20	sağ-	NOM	ACC	TR	TR
27	21	çat-	NOM	DAT	Y	NOM_DAT
27	22	toxun-	NOM	DAT	Y	NOM_DAT
27	23	dalaş-	NOM	ile	Y	NOM_ile
27	24	dostluq elə-	NOM	ile	Y	NOM_ile
27	25	düşün-	NOM	ACC	TR	TR
27	26	ye-	NOM	ACC	TR	TR
27	27	qızart-	NOM	ACC	TR	TR
27	28	gözləy-	NOM	ACC	TR	TR
27	29	unut-	NOM	ACC	TR	TR
27	30	asılı	NOM	ABL	Y	NOM_ABL
27	31	çağır-	NOM	ACC	TR	TR
27	32	tanış ol-	NOM	ile	Y	NOM_ile
27	33	tani-	NOM	ACC	TR	TR
27	34	çal-	NOM	ACC	TR	TR
27	35	qaç-	NOM	ABL	Y	NOM_ABL
27	36	hazırla-	NOM	ACC	TR	TR
27	37	məzələn-	NOM	ile	Y	NOM_ile
27	38	var	GEN	NOM	X	GEN_NOM
27	39	axtar-	NOM	ACC	TR	TR
27	40	rənglə-	NOM	ACC	TR	TR
27	41	dişlə-	NOM	ACC	TR	TR
27	42	məhrum edil-	NOM	ABL	Y	NOM_ABL
27	43	tut-	NOM	ACC	TR	TR
27	44	sındır-	NOM	ACC	TR	TR
27	45	yaltaqlan-	NOM	DAT	Y	NOM_DAT
27	46	sev-	NOM	ACC	TR	TR
27	47	yellə-	NOM	ACC	TR	TR
27	48	xəyal-i-ni  qur-	*	*	*	
27	49	yu-	NOM	ACC	TR	TR
27	50	geydir-	NOM	ACC	TR	TR
27	51	ad-	GEN	PRED	XY	GEN_PRED
27	52	cəzalandır-	NOM	ACC	TR	TR
27	53	hücum et-	NOM	DAT	Y	NOM_DAT
27	54	dol-	NOM	ile	Y	NOM_ile
27	55	tap-	NOM	ACC	TR	TR
27	56	catm-	GEN	NOM	X	GEN_NOM
27	57	nifrət ed-	NOM	ABL	Y	NOM_ABL
27	58	xoşla-	NOM	DAT	Y	NOM_DAT
27	59	ehtiyac-ı  var	GEN	DAT	XY	GEN_DAT
27	60	əhatə ed-	NOM	ACC	TR	TR
27	61	qal-	GEN	NOM	X	GEN_NOM
27	62	cavab ver-	NOM	DAT	Y	NOM_DAT
27	63	aç-	NOM	ACC	TR	TR
27	64	fərqli-	NOM	ABL	Y	NOM_ABL
27	65	geridə qal-	NOM	ABL	Y	NOM_ABL
27	66	bellə-	NOM	ACC	TR	TR
27	67	qox-	NOM	ACC	TR	TR
27	68	keç-	NOM	ACC	TR	TR
27	69	oxu-	NOM	ACC	TR	TR
27	70	yaz-	NOM	ACC	TR	TR
27	71	iç-	NOM	ACC	TR	TR
27	72	ərit	NOM	ACC	TR	TR
27	73	ged-	NOM	DAT	Y	NOM_DAT
27	74	tərk elə-	NOM	ACC	TR	TR
27	75	ört-	NOM	ACC	TR	TR
27	76	xatırla-	NOM	ACC	TR	TR
27	77	kömək et-	NOM	DAT	Y	NOM_DAT
27	78	anlay-	NOM	ACC	TR	TR
27	79	düş-	NOM	DAT	Y	NOM_DAT
27	80	özün-ü  kəs-	NOM	COM	Y	NOM_COM
27	81	yapış-	NOM	DAT	Y	NOM_DAT
27	82	uduz-	NOM	DAT	Y	NOM_DAT
27	83	sevin-	NOM	DAT	Y	NOM_DAT
27	84	danış-	NOM	ile	Y	NOM_ile
27	85	doğ-	NOM	ACC	TR	TR
27	86	sal-	NOM	ACC	TR	TR
27	87	idarə ed-	NOM	ACC	TR	TR
27	88	darix-	NOM	ucun	Y	NOM_ucun
27	89	təqib ed-	NOM	ACC	TR	TR
27	90	düş-	NOM	ABL	Y	NOM_ABL
27	91	qulaq as-	NOM	DAT	Y	NOM_DAT
27	92	söz-ün-ə bax-	*	*	*	
27	93	eşid-	NOM	ACC	TR	TR
27	94	qarış-	NOM	ile	Y	NOM_ile
27	95	bax-	NOM	DAT	Y	NOM_DAT
27	96	soyun-	NOM	ACC	TR	TR
27	97	yuxu-sun-da gör-	NOM	ACC	TR	TR
27	98	razılaş-	NOM	ile	Y	NOM_ile
27	99	dalaş-	NOM	ile	Y	NOM_ile
27	100	qiymət-i var	*	*	*	
27	101	güllə vur-	NOM	DAT	Y	NOM_DAT
27	102	tök-	NOM	ACC	TR	TR
27	103	itir-	NOM	ACC	TR	TR
27	104	bat-	NOM	LOC	Y	NOM_LOC
27	105	öldür-	NOM	ACC	TR	TR
27	106	vur-	NOM	ACC	TR	TR
27	107	öp-	NOM	ACC	TR	TR
27	108	oxu-	NOM	ACC	TR	TR
27	109	tərpət-	NOM	ACC	TR	TR
27	110	hörmət eləy-	NOM	DAT	Y	NOM_DAT
27	111	ırgən-	NOM	ABL	Y	NOM_ABL
27	112	razı-	NOM	ABL	Y	NOM_ABL
27	113	aşiq ol-	NOM	DAT	Y	NOM_DAT
27	114	inan-	NOM	DAT	Y	NOM_DAT
27	115	yazıq-ı gəl-ir	GEN	DAT	XY	GEN_DAT
27	116	həsəd eləy-	NOM	DAT	Y	NOM_DAT
27	117	qəzəblən-	NOM	DAT	Y	NOM_DAT
27	118	təəccublən-	NOM	DAT	Y	NOM_DAT
27	119	sev-	NOM	ACC	TR	TR
27	120	ləzzət-in-ı al-	*	*	*	
27	121	istə-	NOM	ACC	TR	TR
27	122	acıqlan-	NOM	DAT	Y	NOM_DAT
27	123	küs-	NOM	DAT	Y	NOM_DAT
27	124	üz-	NOM	ACC	TR	TR
27	125	təəccublən-	NOM	DAT	Y	NOM_DAT
27	126	zəhləsi1 ged-	GEN	ABL	XY	GEN_ABL
27	127	üz-ül-	NOM	DATgore	Y	NOM_DATgore
27	128	hirslən-	NOM	DAT	Y	NOM_DAT
27	129	xoşlan-	NOM	ABL	Y	NOM_ABL
27	130	utan-	NOM	ABL	Y	NOM_ABL
11	1		GEN	NOM	X	GEN_NOM
11	2		NOM 	ERG	Y	NOM_ERG
11	3		NOM 	CONTESS	Y	NOM_CONTESS
11	4		ERG	NOM	TR	TR
11	5		*	*	*	
11	6		NOM 	AFF	Y	NOM_AFF
11	7		NOM 	SUPESS	Y	NOM_SUPESS
11	8		ERG	NOM	TR	TR
11	9		AFF	NOM	X	AFF_NOM
11	10		*	*	*	
11	11		AFF	NOM	X	AFF_NOM
11	12		*	*	*	
11	13		NOM 	CONTESS	Y	NOM_CONTESS
11	14		*	*	*	
11	15		ERG	NOM	TR	TR
11	16		ERG	NOM	TR	TR
11	17		ERG	SUPLAT	Y	ERG_SUPLAT
11	18		ERG	NOM	TR	TR
11	19		ERG	NOM	TR	TR
11	20		ERG	NOM	TR	TR
11	21		NOM 	SUPLAT	Y	NOM_SUPLAT
11	22		NOM 	CONTESS	Y	NOM_CONTESS
11	23		NOM 	INTERESS	Y	NOM_INTERESS
11	24		*	*	*	
11	25		NOM 	LOCLAT	Y	NOM_LOCLAT
11	26		*	*	*	
11	27		ERG	NOM	TR	TR
11	28		*	*	*	
11	29		AFF	NOM	X	AFF_NOM
11	30		*	*	*	
11	31		ERG	NOM	TR	TR
11	32		*	*	*	
11	33		AFF	NOM	X	AFF_NOM
11	34		*	*	*	
11	35		*	*	*	
11	36		ERG	NOM	TR	TR
11	37		*	*	*	
11	38		*	*	*	
11	39		ERG	NOM	TR	TR
11	40		*	*	*	
11	41		ERG	NOM	TR	TR
11	42		*	*	*	
11	43		ERG	NOM	TR	TR
11	44		ERG	NOM	TR	TR
11	45		*	*	*	
11	46		DAT	NOM	X	DAT_NOM
11	47		ERG	NOM	TR	TR
11	48		*	*	*	
11	49		*	*	*	
11	50		ERG	NOM	TR	TR
11	51		SUPLAT	NOM	X	SUPLAT_NOM
11	52		*	*	*	
11	53		*	*	*	
11	54		NOM 	GEN	Y	NOM_GEN
11	55		AFF	NOM	X	AFF_NOM
11	56		DAT	NOM	X	DAT_NOM
11	57		DAT	NOM	X	DAT_NOM
11	58		DAT	NOM	X	DAT_NOM
11	59		*	*	*	
11	60		*	*	*	
11	61		*	*	*	
11	62		ERG	SUPLAT	Y	ERG_SUPLAT
11	63		ERG	NOM	TR	TR
11	64		*	*	*	
11	65		*	*	*	
11	66		ERG	NOM	TR	TR
11	67		*	*	*	
11	68		*	*	*	
11	69		*	*	*	
11	70		ERG	NOM	TR	TR
11	71		ERG	NOM	TR	TR
11	72		*	*	*	
11	73		NOM 	DAT	Y	NOM_DAT
11	74		*	*	*	
11	75		ERG	NOM	TR	TR
11	76		CONTESS	NOM	X	CONTESS_NOM
11	77		ERG	NOM	TR	TR
11	78		DAT	NOM	X	DAT_NOM
11	79		*	*	*	
11	80		*	*	*	
11	81		NOM 	COMIT	Y	NOM_COM
11	82		NOM 	CONTESS	Y	NOM_CONTESS
11	83		NOM 	SUPEL	Y	NOM_SUPEL
11	84		*	*	*	
11	85		ERG	NOM	TR	TR
11	86		*	*	*	
11	87		*	*	*	
11	88		*	*	*	
11	89		*	*	*	
11	90		*	*	*	
11	91		ERG	NOM	TR	TR
11	92		*	*	*	
11	93		AFF	NOM	X	AFF_NOM
11	94		*	*	*	
11	95		NOM 	ADESS	Y	NOM_ADESS
11	96		ERG	NOM	TR	TR
11	97		*	*	*	
11	98		NOM 	COMIT	Y	NOM_COM
11	99		NOM 	COMIT	Y	NOM_COM
11	100		*	*	*	
11	101		ERG	ADESS	Y	ERG_ADESS
11	102		ERG	NOM	TR	TR
11	103		ERG	NOM	TR	TR
11	104		*	*	*	
11	105		ERG	NOM	TR	TR
11	106		ERG	CONTESS	Y	ERG_CONTESS
11	107		ERG	CONTESS	Y	ERG_CONTESS
11	108		ERG	NOM	TR	TR
11	109		*	*	*	
11	110		*	*	*	
11	111		*	*	*	
11	112		*	*	*	
11	113		*	*	*	
11	114		*	*	*	
11	115		*	*	*	
11	116		*	*	*	
11	117		*	*	*	
11	118		*	*	*	
11	119		*	*	*	
11	120		*	*	*	
11	121		*	*	*	
11	122		*	*	*	
11	123		*	*	*	
11	124		*	*	*	
11	125		*	*	*	
11	126		*	*	*	
11	127		*	*	*	
11	128		*	*	*	
11	129		*	*	*	
11	130		*	*	*	
16	1		GEN	NOM	X	GEN_NOM
16	2		NOM	menan	Y	NOM_menan
16	3		NOM	ABL	Y	NOM_ABL
16	4		NOM	ACC	TR	TR
16	5		DAT	NOM	X	DAT_NOM
16	6		NOM	DAT	Y	NOM_DAT
16	7		NOM	DAT	Y	NOM_DAT
16	8		NOM	ACC	TR	TR
16	9		NOM	ACC	TR	TR
16	10		NOM	DAT	Y	NOM_DAT
16	11		NOM	ACC	TR	TR
16	12		NOM	DAT	Y	NOM_DAT
16	13		NOM	ACC	TR	TR
16	14		NOM	ABL	Y	NOM_ABL
16	15		NOM	ACC	TR	TR
16	16		NOM	ACC	TR	TR
16	17		NOM	DAT	Y	NOM_DAT
16	18		NOM	ACC	TR	TR
16	19		*	*	*	
16	20		NOM	ACC	TR	TR
16	21		*	*	*	
16	22		NOM	DAT	Y	NOM_DAT
16	23		NOM	menan	Y	NOM_menan
16	24		NOM	menan	Y	NOM_menan
16	25		NOM	turahenda	Y	NOM_turahenda
16	26		NOM	ACC	TR	TR
16	27		NOM	ACC	TR	TR
16	28		NOM	ACC	TR	TR
16	29		NOM	ACC	TR	TR
16	30		NOM	DAT	Y	NOM_DAT
16	31		NOM	ACC	TR	TR
16	32		NOM	menan	Y	NOM_menan
16	33		NOM	ACC	TR	TR
16	34		NOM	LOC	Y	NOM_LOC
16	35		NOM	ABL	Y	NOM_ABL
16	36		NOM	ACC	TR	TR
16	37		NOM	ABL	Y	NOM_ABL
16	38		GEN	NOM	X	GEN_NOM
16	39		NOM	ACC	TR	TR
16	40		NOM	ACC	TR	TR
16	41		NOM	ACC	TR	TR
16	42		NOM	CAR	Y	NOM_CAR
16	43		*	*	*	
16	44		NOM	ACC	TR	TR
16	45		NOM	DAT	Y	NOM_DAT
16	46		NOM	ACC	TR	TR
16	47		NOM	ACC	TR	TR
16	48		NOM	turahenda	Y	NOM_turahenda
16	49		NOM	ACC	TR	TR
16	50		NOM	ACC	TR	TR
16	51		NOM	tip	Y	NOM_tip
16	52		NOM	ACC	TR	TR
16	53		NOM	DAT	Y	NOM_DAT
16	54		NOM	menan	Y	NOM_menan
16	55		NOM	ACC	TR	TR
16	56		*	*	*	
16	57		*	*	*	
16	58		*	*	*	
16	59		DAT	NOM	X	DAT_NOM
16	60		NOM	ACC	TR	TR
16	61		GEN	NOM	X	GEN_NOM
16	62		NOM	DAT	Y	NOM_DAT
16	63		NOM	ACC	TR	TR
16	64		NOM	ABL	Y	NOM_ABL
16	65		*	*	*	
16	66		NOM	ACC	TR	TR
16	67		*	*	*	
16	68		NOM	asa	Y	NOM_asa
16	69		NOM	ACC	TR	TR
16	70		NOM	ACC	TR	TR
16	71		NOM	ACC	TR	TR
16	72		NOM	ACC	TR	TR
16	73		NOM	DAT	Y	NOM_DAT
16	74		NOM	ABL	Y	NOM_ABL
16	75		NOM	ACC	TR	TR
16	76		NOM	ACC	TR	TR
16	77		NOM	DAT	Y	NOM_DAT
16	78		NOM	ACC	TR	TR
16	79		NOM	DAT	Y	NOM_DAT
16	80		NOM	menan	Y	NOM_menan
16	81		NOM	DAT	Y	NOM_DAT
16	82		NOM	ABL	Y	NOM_ABL
16	83		NOM	DAT	Y	NOM_DAT
16	84		NOM	menan	Y	NOM_menan
16	85		GEN	NOM	X	GEN_NOM
16	86		NOM	ACC	TR	TR
16	87		NOM	ACC	TR	TR
16	88		NOM	ACC	TR	TR
16	89		*	*	*	
16	90		NOM	ABL	Y	NOM_ABL
16	91		NOM	ACC	TR	TR
16	92		*	*	*	
16	93		NOM	ACC	TR	TR
16	94		NOM	menan	Y	NOM_menan
16	95		NOM	DAT	Y	NOM_DAT
16	96		NOM	ACC	TR	TR
16	97		*	*	*	
16	98		NOM	menan	Y	NOM_menan
16	99		NOM	menan	Y	NOM_menan
16	100		NOM	ACC	TR	TR
16	101		NOM	DAT	Y	NOM_DAT
16	102		NOM	ACC	TR	TR
16	103		NOM	ACC	TR	TR
16	104		NOM	DAT	Y	NOM_DAT
16	105		NOM	ACC	TR	TR
16	106		NOM	DAT	Y	NOM_DAT
16	107		NOM	ACC	TR	TR
16	108		NOM	ACC	TR	TR
16	109		NOM	ACC	TR	TR
16	110		NOM	ACC	TR	TR
16	111		NOM	ABL	Y	NOM_ABL
16	112		NOM	menan	Y	NOM_menan
16	113		NOM	DAT	Y	NOM_DAT
16	114		*	*	*	
16	115		NOM	ACC	TR	TR
16	116		NOM	ABL	Y	NOM_ABL
16	117		NOM	DAT	Y	NOM_DAT
16	118		NOM	DAT	Y	NOM_DAT
16	119		*	*	*	
16	120		NOM	menan	Y	NOM_menan
16	121		*	*	*	
16	122		NOM	DAT	Y	NOM_DAT
16	123		NOM	DAT	Y	NOM_DAT
16	124		NOM	ACC	TR	TR
16	125		NOM	DAT	Y	NOM_DAT
16	126		*	*	*	
16	127		NOM	DAT	Y	NOM_DAT
16	128		*	*	*	
16	129		*	*	*	
16	130		NOM	ABL	Y	NOM_ABL
8	1	mina izan	*	*	*	
8	2	izan	ERG	ABS	TR	TR
8	3	beldur izan	ERG	DAT	Y	ERG_DAT
8	4	bota	ERG	ABS	TR	TR
8	5	*	*	*	*	
8	6	antza izan	*	*	*	
8	7	sinetsi	ERG	DAT	Y	ERG_DAT
8	8	hartu	ERG	ABS	TR	TR
8	9	ikusi	ERG	ABS	TR	TR
8	10	eragin	ERG	DAT	Y	ERG_DAT
8	11	topatu	ERG	ABS	TR	TR
8	12	sartu	ABS	IN	Y	ABS_IN
8	13	irabazi	ERG	DAT	Y	ERG_DAT
8	14	atera	ABS	ABL	Y	ABS_ABL
8	15	eraman	ERG	ABS	TR	TR
8	16	okertu	ERG	ABS	TR	TR
8	17	esan	ERG	DAT	Y	ERG_DAT
8	18	eduki	ERG	ABS	TR	TR
8	19	atzeman	ERG	ABS	TR	TR
8	20	jetzi	ERG	ABS	TR	TR
8	21	iritsi	ABS	ALL	Y	ABS_ALL
8	22	ukitu	ERG	ABS	TR	TR
8	23	borrokatu	ABS	kontra	Y	ABS_kontra
8	24	*	*	*	*	
8	25	pentsatu	ERG	INS	Y	ERG_INS
8	26	jan	ERG	ABS	TR	TR
8	27	erre	ERG	ABS	TR	TR
8	28	itxaron	ERG	DAT	Y	ERG_DAT
8	29	ahaztu	DAT	ABS	X	DAT_ABS
8	30	egon	ABS	baitan	Y	ABS_baitan
8	31	deitu	ERG	DAT	Y	ERG_DAT
8	32	ezagutu	ERG	ABS	TR	TR
8	33	ezagutu	ERG	ABS	TR	TR
8	34	jo	ERG	ABS	TR	TR
8	35	ihes egin	ERG	DAT	Y	ERG_DAT
8	36	fabrikatu	ERG	ABS	TR	TR
8	37	trufatu	ABS	INS	Y	ABS_INS
8	38	izan	ERG	ABS	TR	TR
8	39	bilatu	ERG	ABS	TR	TR
8	40	pintatu	ERG	ABS	TR	TR
8	41	ausiki	ERG	ABS	TR	TR
8	42	galdu	ERG	ABS	TR	TR
8	43	harrapatu	ERG	ABS	TR	TR
8	44	hautsi	ERG	ABS	TR	TR
8	45	lausengatu	ERG	ABS	TR	TR
8	46	maitatu 	ERG	ABS	TR	TR
8	47	astindu	ERG	ABS	TR	TR
8	48	amestu	ERG	ABS	TR	TR
8	49	garbitu	ERG	ABS	TR	TR
8	50	jantzi	ERG	ABS	TR	TR
8	51	deitu	ABS	ABS	Y	ABS_ABS
8	52	zigortu	ERG	ABS	TR	TR
8	53	eraso	ERG	DAT	Y	ERG_DAT
8	54	bete	ABS	INS	Y	ABS_INS
8	55	aurkitu	ERG	ABS	TR	TR
8	56	falta izan	DAT	ABS	X	DAT_ABS
8	57	gorrotatu	ERG	ABS	TR	TR
8	58	gustatu	DAT	ABS	X	DAT_ABS
8	59	behar izan	ERG	ABS	TR	TR
8	60	inguratu	ERG	ABS	TR	TR
8	61	gelditu	DAT	ABS	X	DAT_ABS
8	62	erantzun	ERG	DAT	Y	ERG_DAT
8	63	ireki	ERG	ABS	TR	TR
8	64	*	*	*	*	
8	65	*	*	*	*	
8	66	goldatu	ERG	ABS	TR	TR
8	67	*	*	*	*	
8	68	zeharkatu	ERG	ABS	TR	TR
8	69	kantatu	ERG	ABS	TR	TR
8	70	idatzi	ERG	ABS	TR	TR
8	71	edan	ERG	ABS	TR	TR
8	72	urtu	ERG	ABS	TR	TR
8	73	(ongi) joan	ABS	DAT	Y	ABS_DAT
8	74	utzi	ERG	ABS	TR	TR
8	75	estali	ERG	ABS	TR	TR
8	76	gogoratu	ERG	ABS	TR	TR
8	77	lagundu	ERG	DAT	Y	ERG_DAT
8	78	ulertu	ERG	ABS	TR	TR
8	79	jo	ERG	IN	Y	ERG_IN
8	80	ebaki	ABS	COM	Y	ABS_COM
8	81	itsatsi	ABS	DAT	Y	ABS_DAT
8	82	galdu 	ERG	DAT	Y	ERG_DAT
8	83	*	*	*	*	
8	84	hitz egin	ERG	COM	Y	ERG_COM
8	85	erditu	ABS	INS	Y	ABS_INS
8	86	erortzen utzi	ERG	ABS	TR	TR
8	87	gobernatu	ERG	ABS	TR	TR
8	88	eskas izan	ERG	ABS	TR	TR
8	89	jarraitu	ERG	DAT	Y	ERG_DAT
8	90	jaitsi	ABS	ABL	Y	ABS_ABL
8	91	entzun	ERG	ABS	TR	TR
8	92	obeditu	ERG	DAT	Y	ERG_DAT
8	93	aditu	ERG	ABS	TR	TR
8	94	nahasi	ABS	COM	Y	ABS_COM
8	95	begiratu	ERG	DAT	Y	ERG_DAT
8	96	kendu	ERG	ABS	TR	TR
8	97	hitz egin	ERG	COM	Y	ERG_COM
8	98	ados jarri	ABS	COM	Y	ABS_COM
8	99	liskartu	ABS	COM	Y	ABS_COM
8	100	balio izan	ERG	ABS	TR	TR
8	101	tiratu	ERG	DAT	Y	ERG_DAT
8	102	bota	ERG	ABS	TR	TR
8	103	galdu	ERG	ABS	TR	TR
8	104	murgildu	ABS	IN	Y	ABS_IN
8	105	hil	ERG	ABS	TR	TR
8	106	jo	ERG	ABS	TR	TR
8	107	musu eman	ERG	DAT	Y	ERG_DAT
8	108	irakurri	ERG	ABS	TR	TR
8	109	mugitu	ERG	ABS	TR	TR
8	110	errespetatu	ERG	ABS	TR	TR
8	111	*	*	*	*	
8	112	pozik egon	ABS	COM	Y	ABS_COM
8	113	maitemindu	ABS	INS	Y	ABS_INS
8	114	fidatu	ABS	COM	Y	ABS_COM
8	115	urrikaldu	ABS	INS	Y	ABS_INS
8	116	bekaiztu	ABS	DAT	Y	ABS_DAT
8	117	haserretu	ABS	COM	Y	ABS_COM
8	118	harritu	ABS	INS	Y	ABS_INS
8	119	*	*	*	*	
8	120	dastatu	ERG	ABS	TR	TR
8	121	nahi izan	ERG	ABS	TR	TR
8	122	*	*	*	*	
8	123	gaitzitu	*	*	*	
8	124	nahigabetu	ERG	ABS	TR	TR
8	125	*	*	*	*	
8	126	gutxietsi	ERG	ABS	TR	TR
8	127	penatu	ABS	MOT	Y	ABS_MOT
8	128	*	*	*	*	
8	129	gogoko izan	ERG	ABS	TR	TR
8	130	lotsatu	ABS	INS	Y	ABS_INS
65	1	баліць 	DAT	NOM	X	DAT_NOM
65	2	хварэе	NOM	naACC	Y	NOM_naACC
65	3	баіцца 	NOM	GEN	Y	NOM_GEN
65	4	кінуў	NOM	ACC	TR	TR
65	5	хапае 	DAT	GEN	XY	DAT_GEN
65	6	падобны	NOM	naACC	Y	NOM_naACC
65	7	верыць	NOM	DAT	Y	NOM_DAT
65	8	узяў	NOM	ACC	TR	TR
65	9	бачыць	NOM	ACC	TR	TR
65	10	уплывае 	NOM	naACC	Y	NOM_naACC
65	11	спаткаў 	NOM	ACC	TR	TR
65	12	увайшоў 	NOM	uACC	Y	NOM_uACC
65	13	выйграў	NOM	uGEN	Y	NOM_uGEN
65	14	выйшаў	NOM	zGEN	Y	NOM_zGEN
65	15	гоніць	NOM	ACC	TR	TR
65	16	сагнуў	NOM	ACC	TR	TR
65	17	сказаў	NOM	DAT	Y	NOM_DAT
65	18	трымае	NOM	ACC	TR	TR
65	19	дагнаў	NOM	ACC	TR	TR
65	20	падаіў	NOM	ACC	TR	TR
65	21	дасягнуў	NOM	GEN	Y	NOM_GEN
65	22	дакрануўся	NOM	daGEN	Y	NOM_daGEN
65	23	б'ецца	NOM	zINS	Y	NOM_zINS
65	24	сябруе	NOM	zINS	Y	NOM_zINS
65	25	думае	NOM	praACC	Y	NOM_praACC
65	26	з'еў	NOM	ACC	TR	TR
65	27	пасмажыў 	NOM	ACC	TR	TR
65	28	чакае	NOM	ACC	TR	TR
65	29	забыўся	NOM	praACC	Y	NOM_praACC
65	30	залежыць	NOM	adGEN	Y	NOM_adGEN
65	31	паклікаў 	NOM	ACC	TR	TR
65	32	пазнаёміўся 	NOM	zINS	Y	NOM_zINS
65	33	ведае 	NOM	ACC	TR	TR
65	34	іграе 	NOM	naLOC	Y	NOM_naLOC
